"Store No.","Name","Latitude","Longitude","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Updated Date","Country","Status","Direction URL","NAICS 1","NAICS 2","SIC 1","SIC 2","Stock Ticker"
"001.005.1727","Chili's Franklin","42.927081","-87.9503","6439 South 27th Street","Franklin","WI","53132","Milwaukee","414-761-5889","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/wisconsin/franklin/east-franklin","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6439+South+27th+Street,+Franklin,+WI,+53132,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0494","Chili's Huntsville","30.719021","-95.572008","123 Ih 45 N","Huntsville","TX","77320","Walker","936-295-9375","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/texas/huntsville/sam-houston","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/123+Ih+45+N,+Huntsville,+TX,+77320,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0134","Chili's Hollywood","26.0330131","-80.1986555","5363 Sheridan St","Hollywood","FL","33021","Broward","954-966-8940","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/hollywood/hollywood","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/5363+Sheridan+St,+Hollywood,+FL,+33021,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0304","Chili's Fresno","36.8378131","-119.7804754","7010 N Fresno","Fresno","CA","93720","Fresno","559-432-3711","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/fresno/fresno","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/7010+N+Fresno,+Fresno,+CA,+93720,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0751","Chili's Yukon","35.4840985","-97.7586307","901 West End Pointe Drive","Yukon","OK","73099","Canadian","405-350-3796","monday:- 10:45 - 23:00 | tuesday:- 10:45 - 23:00 | wednesday:- 10:45 - 23:00 | thursday:- 10:45 - 23:00 | friday:- 10:45 - 24:00 | saturday:- 10:45 - 24:00 | sunday:- 10:30 - 23:00","https://www.chilis.com/locations/us/oklahoma/yukon/yukon","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/901+West+End+Pointe+Drive,+Yukon,+OK,+73099,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1760","Chili's Beavercreek","39.769469","-84.051336","2762 N Fairfield Rd","Beavercreek","OH","45431","Montgomery","937-429-3979","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/ohio/beavercreek/beavercreek","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2762+N+Fairfield+Rd,+Beavercreek,+OH,+45431,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1821","Chili's Waldorf","38.628416","-76.909403","2960 Festival Way","Waldorf","MD","20601","Charles","301-870-7348","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/maryland/waldorf/waldorf","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2960+Festival+Way,+Waldorf,+MD,+20601,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0155","Chili's Coral Springs","26.2512855","-80.2539963","1650 University Dr","Coral Springs","FL","33071","Broward","954-341-6604","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/coral-springs/coral-springs","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1650+University+Dr,+Coral+Springs,+FL,+33071,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.856.0002","Chili's Kansas City","39.123383","-94.82729","1710 Village West Pkwy","Kansas City","KS","66111","Wyandotte","913-334-9728","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/kansas/kansas-city/kansas-city-speedway","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1710+Village+West+Pkwy,+Kansas+City,+KS,+66111,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1460","Chili's Houston","29.7763145","-95.3834419","2425 Katy Fwy","Houston","TX","77007","Harris","713-862-7100","monday:- 10:45 - 23:00 | tuesday:- 10:45 - 23:00 | wednesday:- 10:45 - 23:00 | thursday:- 10:45 - 23:00 | friday:- 10:45 - 24:00 | saturday:- 10:45 - 24:00 | sunday:- 10:45 - 23:00","https://www.chilis.com/locations/us/texas/houston/sawyer-heights","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2425+Katy+Fwy,+Houston,+TX,+77007,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1074","Chili's Panama City","30.1900105","-85.6465444","845 E 23rd Street","Panama City","FL","32405","Bay","850-769-3167","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/panama-city/panama-city","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/845+E+23rd+Street,+Panama+City,+FL,+32405,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1650","Chili's North Las Vegas","36.240209","-115.12936","950 E Craig Rd","North Las Vegas","NV","89030","Clark","725-272-2820","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/nevada/north-las-vegas/craig-road","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/950+E+Craig+Rd,+North+Las+Vegas,+NV,+89030,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1875","Chili's Millville","39.426352","-75.040627","114 Bluebird Lane","Millville","NJ","08332","Cumberland","856-293-6948","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/new-jersey/millville/millville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/114+Bluebird+Lane,+Millville,+NJ,+08332,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.858.0007","Chili's Norfolk","36.94267","-76.307523","9226 Mall Drive Building CD-14","Norfolk","VA","23511","Norfolk city","757-440-6900","monday:- 11:00 - 21:00 | tuesday:- 11:00 - 21:00 | wednesday:- 11:00 - 21:00 | thursday:- 11:00 - 21:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 21:00","https://www.chilis.com/locations/us/virginia/norfolk/norfolk-naval-base-military-ho","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/9226+Mall+Drive+Building+CD-14,+Norfolk,+VA,+23511,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1700","Chili's Seymour","38.95866","-85.850779","2085 East Tipton Street","Seymour","IN","47274","Jackson","812-524-4547","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/indiana/seymour/seymour","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2085+East+Tipton+Street,+Seymour,+IN,+47274,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1289","Chili's Jacksonville","30.4776202","-81.6427878","13210 City Station Dr","Jacksonville","FL","32218","Duval","904-714-9768","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 23:30 | saturday:- 11:00 - 23:30 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/jacksonville/airport-blvd","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/13210+City+Station+Dr,+Jacksonville,+FL,+32218,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1634","Chili's Great Falls","47.481469","-111.339013","1420 Market Place Dr Ste A","Great Falls","MT","59404","Cascade","406-452-6700","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/montana/great-falls/great-falls","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1420+Market+Place+Dr+Ste+A,+Great+Falls,+MT,+59404,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0676","Chili's Henderson","36.0062494","-115.1122547","10080 South Eastern Avenue","Henderson","NV","89052","Clark","702-407-6924","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/nevada/henderson/henderson","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/10080+South+Eastern+Avenue,+Henderson,+NV,+89052,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1383","Chili's Eagle Pass","28.707242","-100.482712","264 Bibb Avenue","Eagle Pass","TX","78852","Maverick","830-757-4600","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/eagle-pass/eagle-pass","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/264+Bibb+Avenue,+Eagle+Pass,+TX,+78852,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1241","Chili's Southgate","42.1980456","-83.1924908","15201 Trenton Rd","Southgate","MI","48195","Wayne","734-281-1624","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/michigan/southgate/southgate","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/15201+Trenton+Rd,+Southgate,+MI,+48195,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1050","Chili's Downey","33.9274982","-118.1282836","12030 Lakewood Blvd","Downey","CA","90242","Los Angeles","562-803-9151","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/downey/downey","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/12030+Lakewood+Blvd,+Downey,+CA,+90242,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1418","Chili's Paragould","36.0600049","-90.518036","2515 W Kings Hwy","Paragould","AR","72450","Greene","870-240-0476","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/arkansas/paragould/paragould","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2515+W+Kings+Hwy,+Paragould,+AR,+72450,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.811.0003","Chili's Lexington","34.011379","-81.151181","295 Ginny Ln","Lexington","SC","29072","Lexington","803-359-0850","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/south-carolina/lexington/lexington-bonnaroo-ii","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/295+Ginny+Ln,+Lexington,+SC,+29072,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1225","Chili's York","39.9836816","-76.6666836","3001 Concord Rd Suite 600","York","PA","17402","York","717-840-3845","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/pennsylvania/york/york-town-center","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3001+Concord+Rd+Suite+600,+York,+PA,+17402,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1774","Chili's Plainfield","39.718045","-86.35526","2681 East Main Street","Plainfield","IN","46168","Hendricks","317-837-5120","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/indiana/plainfield/plainfield","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2681+East+Main+Street,+Plainfield,+IN,+46168,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1609","Chili's Columbus","40.148756","-82.986311","1170 Gemini Pl","Columbus","OH","43240","Delaware","614-220-0299","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/ohio/columbus/polaris","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1170+Gemini+Pl,+Columbus,+OH,+43240,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0976","Chili's Land O Lakes","28.1866534","-82.4419626","22629 State Road 54","Land O Lakes","FL","34639","Pasco","813-948-7590","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/land-o-lakes/land-o-lakes","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/22629+State+Road+54,+Land+O+Lakes,+FL,+34639,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0773","Chili's South Setauket","40.884179","-73.1030799","280 Pond Path","South Setauket","NY","11720","Suffolk","631-580-2842","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-york/south-setauket/south-setauket","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/280+Pond+Path,+South+Setauket,+NY,+11720,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
